GeneID,Length,logFC,logCPM,F,PValue,FDR,
CG1737,2752,0.155059169,7.086822369,1.974718368,0.207596792,0.726845556,
,,,,,,,
sano,3873,0.248635273,4.893311035,1.972965389,0.207773672,0.726845556,
,,,,,,,
CG13901,783,0.143842839,5.487945608,1.972371409,0.207833655,0.726845556,
,,,,,,,
c12.1,1071,0.116754789,7.157368304,1.972276477,0.207843244,0.726845556,
,,,,,,,
RhoGAP1A,5433,-0.115619742,7.579860782,1.970082553,0.208065026,0.726922854,
,,,,,,,
l(2)37Cg,283,0.248219522,1.261957282,1.968649053,0.20821012,0.726922854,
,,,,,,,
Pi4KIIalpha,3321,-0.133565772,7.161511707,1.965479805,0.208531414,0.726922854,
,,,,,,,
Cyt-c-p,919,0.130387697,7.238585441,1.96542744,0.208536729,0.726922854,
,,,,,,,
CG12375,1616,0.172103245,5.017886386,1.965261118,0.208553611,0.726922854,
,,,,,,,
CG2246,1514,0.113274637,7.20506943,1.961763877,0.208909034,0.726922854,
,,,,,,,
CG32512,1934,-0.200604571,6.537162706,1.961738245,0.208911642,0.726922854,
,,,,,,,
CG4596,1635,0.137849564,4.734841655,1.961037701,0.208982944,0.726922854,
,,,,,,,
Sec10,2314,0.11722392,5.968280538,1.960580958,0.20902945,0.726922854,
,,,,,,,
Jupiter,558,0.132162257,6.947480165,1.960433146,0.209044503,0.726922854,
,,,,,,,
Sox14,4097,-0.121719926,7.06252286,1.957937508,0.209298899,0.726922854,
,,,,,,,
ALiX,3024,0.118221144,7.385494531,1.957039734,0.209390523,0.726922854,
,,,,,,,
eco,1257,-0.209768564,7.175734564,1.956407632,0.209455068,0.726922854,
,,,,,,,
AAEL008178-PA [Aedes aegypti] eval 2e-96,767,0.253233096,1.677447818,1.956001631,0.209496541,0.726922854,
,,,,,,,
CG15440,1049,0.131088718,5.166388762,1.955794583,0.209517695,0.726922854,
,,,,,,,
CG31869,2326,-0.248357299,2.440802807,1.953475252,0.20975487,0.727363315,
,,,,,,,
Fip1,1849,-0.19004717,6.605471284,1.950128959,0.21009774,0.727785767,
,,,,,,,
mfrn,3028,-0.161588211,7.233884867,1.949485812,0.210163731,0.727785767,
,,,,,,,
dik,1568,0.121589929,7.017172525,1.949058834,0.210207557,0.727785767,
,,,,,,,
Tor,8055,-0.171670013,7.689764291,1.944837045,0.210641603,0.728906102,
,,,,,,,
CG3605,2872,0.143524453,7.600349655,1.941797559,0.210954889,0.729558938,
,,,,,,,
Nup43,1540,-0.117973646,6.970138896,1.938931116,0.211250951,0.729558938,
,,,,,,,
CG10959,1421,0.14864244,3.516476351,1.938729709,0.211271776,0.729558938,
,,,,,,,
ZAP3,997,-0.237049997,1.981226665,1.93872285,0.211272485,0.729558938,
,,,,,,,
Tao,4418,0.116504113,8.684260782,1.936730809,0.211478615,0.729596319,
,,,,,,,
Sec3,2886,0.134943036,6.334075093,1.934859284,0.211672536,0.729596319,
,,,,,,,
Vps13,11381,-0.133736543,6.71312241,1.933604172,0.211802729,0.729596319,
,,,,,,,
l(3)neo43,354,0.188367262,3.002608909,1.931712887,0.211999129,0.729596319,
,,,,,,,
CG4933,1351,-0.169167156,4.027651972,1.931613895,0.212009416,0.729596319,
,,,,,,,
CG31320,2555,0.128648623,5.971419063,1.930912688,0.212082304,0.729596319,
,,,,,,,
snRNA:U2:34ABa,259,0.180539804,4.992225207,1.930648994,0.212109724,0.729596319,
,,,,,,,
c12.2,4241,-0.181689307,5.868504942,1.9300906,0.212167804,0.729596319,
,,,,,,,
Ets97D,1478,0.134792203,6.879658692,1.924070528,0.212795412,0.731007773,
,,,,,,,
CG4572,586,-0.118245831,6.589127031,1.92402845,0.212799808,0.731007773,
,,,,,,,
CG7987_v2,1625,0.113813172,8.229798272,1.921980859,0.213013887,0.731362457,
,,,,,,,
stai_v2,218,0.169465654,7.149106257,1.919582041,0.213265081,0.731844133,
,,,,,,,
nudC,570,0.130356353,6.397687196,1.91571571,0.21367084,0.732388088,
,,,,,,,
Scox,1174,0.126556755,6.187258248,1.914952273,0.213751091,0.732388088,
,,,,,,,
CG10638_v5,458,0.125739212,5.361586441,1.914900376,0.213756548,0.732388088,
,,,,,,,
CG12355,871,-0.188357038,4.183051427,1.910251327,0.214246199,0.73368483,
,,,,,,,
CG9590,1896,0.17528726,5.689036833,1.907549122,0.214531542,0.734280938,
,,,,,,,
DMAP1,1461,0.118659608,7.319913839,1.903784066,0.214930029,0.734749406,
,,,,,,,
CG6543,984,0.132987383,4.621988909,1.902995521,0.215013621,0.734749406,
,,,,,,,
CG5525,2018,-0.178134972,8.257116936,1.901942758,0.215125296,0.734749406,
,,,,,,,
Nup58,1650,0.112426709,6.885473906,1.901606827,0.215160948,0.734749406,
,,,,,,,
pgant2_v2,681,0.27781094,0.761526846,1.896440915,0.215710274,0.734749406,
,,,,,,,
Atg4a,1885,0.23825167,5.921462768,1.8962305,0.215732692,0.734749406,
,,,,,,,
CG33145,2578,-0.194488201,5.171738597,1.896212004,0.215734662,0.734749406,
,,,,,,,
Mlf,790,0.125612843,7.30109488,1.895093966,0.215853835,0.734749406,
,,,,,,,
CG8441,794,0.135984228,4.766452268,1.895016484,0.215862097,0.734749406,
,,,,,,,
CG6345,1859,-0.143564618,5.198518527,1.894781344,0.215887175,0.734749406,
,,,,,,,
CG18011_v3,4813,0.113056853,6.896965395,1.894188572,0.215950411,0.734749406,
,,,,,,,
Synj,4483,-0.118666702,7.356339876,1.893681531,0.216004523,0.734749406,
,,,,,,,
Uba3,1359,0.116429652,6.748221457,1.891493319,0.216238274,0.734860183,
,,,,,,,
CG14232,1467,0.127084939,5.192886616,1.88958731,0.216442176,0.734860183,
,,,,,,,
CG7705,2351,0.139794735,5.834773092,1.888562239,0.21655195,0.734860183,
,,,,,,,
mTerf3,1331,-0.119998591,5.300833955,1.888240001,0.216586475,0.734860183,
,,,,,,,
Efa6,3972,-0.168293043,7.542765797,1.88483095,0.216952208,0.735697646,
,,,,,,,
AAEL006453-PA [Aedes aegypti] eval 9e-101,1875,0.159270683,4.331730078,1.881052879,0.217358567,0.736580747,
,,,,,,,
NtR_v4,784,-0.31495712,1.401861197,1.880335329,0.217435868,0.736580747,
,,,,,,,
CG8159,3122,0.149931017,6.554447031,1.874910007,0.218021616,0.738158583,
,,,,,,,
Bka,667,0.12750995,5.011516467,1.873951305,0.218125358,0.738158583,
,,,,,,,
sxc,4742,-0.168611049,7.31039288,1.872456458,0.218287259,0.738327843,
,,,,,,,
RecQ5,3204,0.141314804,6.003558995,1.870061896,0.218546964,0.73845093,
,,,,,,,
CTCF,1146,0.115796768,5.918563163,1.869843043,0.218570722,0.73845093,
,,,,,,,
CG33260,826,0.150939174,3.459803523,1.86902684,0.21865936,0.73845093,
,,,,,,,
pigeon,4283,-0.131812172,6.961489168,1.867108014,0.218867944,0.738507613,
,,,,,,,
mtSSB,1143,0.143913371,6.1689202,1.864793469,0.219119924,0.738507613,
,,,,,,,
CG2658,2593,0.131651714,6.128898921,1.864335681,0.219169812,0.738507613,
,,,,,,,
CG17323,1721,-0.156158041,4.431493801,1.862384263,0.219382654,0.738507613,
,,,,,,,
CG10576,328,0.111699721,7.538407604,1.861154399,0.219516948,0.738507613,
,,,,,,,
CG30001,1233,0.141318362,3.54323307,1.86046339,0.219592454,0.738507613,
,,,,,,,
CG31937,1637,-0.151102026,6.450425803,1.86045048,0.219593865,0.738507613,
,,,,,,,
kibra,5159,-0.121576438,8.020280886,1.860340226,0.219605916,0.738507613,
,,,,,,,
ksh,323,0.179079568,3.48038252,1.859631964,0.219683353,0.738507613,
,,,,,,,
AP-2alpha,3723,-0.127975032,8.096335072,1.85833714,0.219825022,0.738607597,
,,,,,,,
MEP-1,5217,0.170755453,8.205632945,1.854908321,0.220200812,0.739493719,
,,,,,,,
CG2926,8505,-0.271519923,8.210112768,1.853713693,0.220331957,0.739557775,
,,,,,,,
AOX2,566,0.231585576,1.831027365,1.852041627,0.220515704,0.739798236,
,,,,,,,
CG7427,1212,0.137301536,6.065721826,1.850994615,0.220630874,0.739808506,
,,,,,,,
CG14220,1003,0.128123465,5.74055157,1.849333062,0.220813822,0.740045917,
,,,,,,,
MED28,2034,-0.16224392,6.054480174,1.848242614,0.220934006,0.740072844,
,,,,,,,
AnxB9,1333,0.117729891,8.170650605,1.845710734,0.22121342,0.740632856,
,,,,,,,
rho-4,1505,-0.155752528,4.154778533,1.84271787,0.221544365,0.741023895,
,,,,,,,
mus301,3219,0.11813718,5.974324018,1.841738027,0.221652869,0.741023895,
,,,,,,,
cher,7457,-0.147351427,8.316527823,1.841609596,0.221667096,0.741023895,
,,,,,,,
mr,3114,0.109750512,7.020963476,1.838795207,0.221979205,0.741637334,
,,,,,,,
CSN4,1449,0.111449361,6.924711883,1.837481523,0.222125106,0.741637334,
,,,,,,,
Rrp42,764,-0.263031317,1.059765112,1.836917796,0.222187757,0.741637334,
,,,,,,,
CG8378,2046,0.129932123,4.798230378,1.834146094,0.222496168,0.74211785,
,,,,,,,
Oscp,717,0.119746431,7.153285851,1.833603334,0.222556633,0.74211785,
,,,,,,,
x16_v3,837,0.146694685,4.991332537,1.829601214,0.223003218,0.743231433,
,,,,,,,
FBgn0265194 eval 2e-08,1026,-0.245053692,1.94651302,1.827254827,0.223265645,0.743540191,
,,,,,,,
insv_v2,857,-0.107456712,9.731693885,1.825886068,0.223418937,0.743540191,
,,,,,,,
Trl,3388,-0.149457903,7.705175428,1.824884316,0.223531222,0.743540191,
,,,,,,,
CG11583,1077,0.133571215,6.803058738,1.823420108,0.223695491,0.743540191,
,,,,,,,
Nlp,1362,0.134123673,8.292893307,1.823234394,0.223716338,0.743540191,
,,,,,,,
Rab14,1819,0.108502141,7.205141628,1.82273949,0.223771908,0.743540191,
,,,,,,,
Cap-D3,2264,0.199083081,3.498904014,1.819578401,0.224127316,0.743858825,
,,,,,,,
CG5446,666,0.113330196,5.776542711,1.818467505,0.22425241,0.743858825,
,,,,,,,
cp309_v2,6383,0.215697219,8.757087038,1.817469395,0.22436489,0.743858825,
,,,,,,,
parvin,1328,0.174697689,2.572963834,1.816626063,0.22445999,0.743858825,
,,,,,,,
crol_v7,1617,0.161579566,4.614571694,1.816311523,0.224495475,0.743858825,
,,,,,,,
FBgn0086707 eval 9e-05,2415,0.195516729,7.557900517,1.81588027,0.22454414,0.743858825,
,,,,,,,
CG7785,1010,0.11926456,5.81424192,1.811767405,0.225009023,0.744034132,
,,,,,,,
ex,6652,-0.188054747,6.35598914,1.811664486,0.225020674,0.744034132,
,,,,,,,
r2d2,903,0.144918941,4.435560159,1.808175996,0.225416101,0.744034132,
,,,,,,,
CG9215_v2,1040,0.133408555,3.936305895,1.80692884,0.225557712,0.744034132,
,,,,,,,
MICAL-like,1869,0.238750527,3.315204953,1.80465319,0.225816437,0.744034132,
,,,,,,,
CG1109,3227,0.122241704,7.657194174,1.804552863,0.225827853,0.744034132,
,,,,,,,
FLASH,1887,0.118863832,7.0525283,1.804264584,0.225860661,0.744034132,
,,,,,,,
CG6227,3326,0.126154343,6.865476278,1.803778586,0.225915987,0.744034132,
,,,,,,,
CG31100,805,-0.173553713,5.916572548,1.803590433,0.225937411,0.744034132,
,,,,,,,
Men,3020,-0.129334117,7.309974745,1.803101878,0.225993055,0.744034132,
,,,,,,,
Akt1,3097,0.169479637,7.335645028,1.80249842,0.226061813,0.744034132,
,,,,,,,
4E-T,1614,-0.149491565,9.773471071,1.802414001,0.226071434,0.744034132,
,,,,,,,
Arp5,2084,0.156679764,7.204535038,1.800982137,0.226234712,0.744034132,
,,,,,,,
CG15881,722,0.118094183,5.773900431,1.800555604,0.226283383,0.744034132,
,,,,,,,
Hex-A,2418,0.117113063,6.649893687,1.800512504,0.226288302,0.744034132,
,,,,,,,
Rho1_v2,779,0.124547189,7.37930154,1.796600259,0.226735443,0.744644243,
,,,,,,,
L,2173,0.16212332,7.044011437,1.796402056,0.22675813,0.744644243,
,,,,,,,
FBgn0002781 eval 0.002,796,0.142211538,3.619885471,1.795055479,0.226912351,0.744644243,
,,,,,,,
ACXD,1387,0.261093817,1.300745084,1.794019048,0.227031155,0.744644243,
,,,,,,,
CG7379,792,0.117679906,7.169618304,1.792748676,0.227176898,0.744644243,
,,,,,,,
olf413,2850,-0.173492379,3.340519303,1.792581954,0.227196035,0.744644243,
,,,,,,,
CG3184,1216,0.116665055,7.661362545,1.791992163,0.227263753,0.744644243,
,,,,,,,
mago,540,0.115769737,5.710176461,1.787977268,0.227725504,0.745786899,
,,,,,,,
A2bp1,1246,-0.147489804,3.909461209,1.786609195,0.227883155,0.745933006,
,,,,,,,
Hsc70-4_v3,505,-0.125678162,9.840351044,1.783418414,0.228251461,0.746553311,
,,,,,,,
CG2034,711,0.199467457,3.939004001,1.783007784,0.228298921,0.746553311,
,,,,,,,
CG12236_v2,247,-0.311361019,0.758892872,1.781897604,0.228427307,0.746603171,
,,,,,,,
mys,3505,-0.118271892,7.263550994,1.780207675,0.228622939,0.74687266,
,,,,,,,
CG33649,1735,-0.15424701,5.862683783,1.775576008,0.229160358,0.748051545,
,,,,,,,
Gl,3881,-0.113578763,7.186946376,1.775115617,0.229213877,0.748051545,
,,,,,,,
RNaseX25,1279,-0.132064522,6.608270213,1.772797476,0.229483632,0.748051545,
,,,,,,,
CG8726,2316,0.127732455,5.869995382,1.771424272,0.229643644,0.748051545,
,,,,,,,
CG8516,1962,0.139302118,5.955840831,1.770717469,0.229726066,0.748051545,
,,,,,,,
kuz,4610,-0.230004583,5.479986298,1.76740776,0.230112593,0.748051545,
,,,,,,,
Csp,2109,0.132253521,6.461072439,1.7667892,0.230184936,0.748051545,
,,,,,,,
Fpps,1891,0.119518216,6.452331581,1.765122485,0.230380029,0.748051545,
,,,,,,,
Tsp29Fa,873,-0.199644505,2.223035078,1.764328691,0.230473029,0.748051545,
,,,,,,,
AAEL008729-PA [Aedes aegypti] eval 4e-13,645,0.150666493,8.271193454,1.76234109,0.230706132,0.748051545,
,,,,,,,
CG10566,2237,0.110931159,6.804518015,1.762009573,0.230745045,0.748051545,
,,,,,,,
CG10333,2587,0.112487055,6.563435216,1.761553295,0.230798618,0.748051545,
,,,,,,,
Lis-1,2339,-0.168504242,8.459622309,1.760624026,0.230907781,0.748051545,
,,,,,,,
Kr-h1_v2,1436,0.192486015,5.049767608,1.760481676,0.23092451,0.748051545,
,,,,,,,
Pi3K92E,3422,-0.107322308,8.747726194,1.759324108,0.231060611,0.748051545,
,,,,,,,
CG2519,3971,-0.119145958,7.074234476,1.759278972,0.231065921,0.748051545,
,,,,,,,
CG4813,2684,-0.13943481,6.425302973,1.75866277,0.23113842,0.748051545,
,,,,,,,
CG6488,1729,-0.158592414,5.421767976,1.758526014,0.231154515,0.748051545,
,,,,,,,
EF2_v2,1732,0.098564278,11.0472957,1.757849771,0.231234125,0.748051545,
,,,,,,,
RapGAP1_v2,4827,0.19654027,6.086591932,1.757706726,0.23125097,0.748051545,
,,,,,,,
CG5991,1712,0.111977661,5.726013379,1.751922172,0.231933647,0.749892277,
,,,,,,,
CG9360_v2,986,-0.205190929,1.800945118,1.750959833,0.232047503,0.749892984,
,,,,,,,
Tctp,475,0.117801865,8.046489132,1.747830549,0.232418293,0.750217082,
,,,,,,,
CG31712,1659,0.150321428,6.042418916,1.747649078,0.232439822,0.750217082,
,,,,,,,
Saf6,2752,0.106561408,7.072215414,1.746356345,0.23259327,0.750217082,
,,,,,,,
chn_v2,1609,0.2736669,2.721460372,1.745511957,0.232693578,0.750217082,
,,,,,,,
CG30431,1003,0.140366349,5.197585428,1.744749688,0.232784185,0.750217082,
,,,,,,,
CG8768,1687,0.123799011,6.594438441,1.744229027,0.232846102,0.750217082,
,,,,,,,
Uev1A,1258,0.118325905,9.382246475,1.743409599,0.232943598,0.750217082,
,,,,,,,
CG2712_v2,1613,0.112435543,6.084308914,1.742359101,0.233068673,0.750253741,
,,,,,,,
Nep2,2222,0.26078107,1.993792759,1.740531087,0.233286553,0.750588962,
,,,,,,,
vfl,518,0.131048791,3.848102278,1.739468254,0.233413367,0.750630998,
,,,,,,,
CG7484,593,-0.116224413,5.617018765,1.738127419,0.233573494,0.750780071,
,,,,,,,
Exn,3521,0.173881385,3.719111196,1.735177034,0.2339264,0.751186687,
,,,,,,,
dome,4802,-0.225037225,6.117795202,1.733807564,0.23409047,0.751186687,
,,,,,,,
Hrb27C,2932,-0.104090128,9.611338708,1.733570537,0.234118884,0.751186687,
,,,,,,,
Cib2,693,0.123070182,5.83339478,1.731933992,0.234315205,0.751186687,
,,,,,,,
CG13298,732,0.123783212,6.246378215,1.731626575,0.23435211,0.751186687,
,,,,,,,
faf,9004,-0.105908975,9.399968438,1.731270519,0.234394864,0.751186687,
,,,,,,,
CG4842,1120,0.148013605,3.37309451,1.730330358,0.234507809,0.751186687,
,,,,,,,
ncd,2624,0.119843476,7.332262168,1.729474779,0.234610662,0.751186687,
,,,,,,,
AGAP007064-PC [Anopheles gambiae str. PEST] eval 5e-22,362,0.311416205,1.088818572,1.72625938,0.234997786,0.75151227,
,,,,,,,
wge,6839,0.120943024,6.367616501,1.72556113,0.235081976,0.75151227,
,,,,,,,
Ubc6,2772,0.119919523,6.70227662,1.724339774,0.235229342,0.75151227,
,,,,,,,
CG9836,862,0.141617245,5.296923132,1.723939216,0.235277702,0.75151227,
,,,,,,,
CG18178,1556,0.111569867,7.605843132,1.72117901,0.235611338,0.75151227,
,,,,,,,
Src42A,2856,0.144125007,6.37731263,1.720256688,0.235722975,0.75151227,
,,,,,,,
CG17321_v2,1047,0.293920645,1.97882526,1.720196593,0.235730252,0.75151227,
,,,,,,,
CG8289,1293,0.132340814,6.722159569,1.719779231,0.235780797,0.75151227,
,,,,,,,
CG5498,1403,0.121831356,6.482474891,1.718288285,0.235961486,0.75151227,
,,,,,,,
tay,7450,-0.222285528,7.39478936,1.71711695,0.236103583,0.75151227,
,,,,,,,
CG7603,520,0.154856638,4.912928247,1.716850866,0.23613588,0.75151227,
,,,,,,,
CG11983,2040,0.116595085,5.722286839,1.716493926,0.236179214,0.75151227,
,,,,,,,
FBgn0266175 eval 8e-08,611,-0.29175012,1.133647868,1.716381839,0.236192824,0.75151227,
,,,,,,,
CG34401_v2,7812,0.12189473,7.23051557,1.714234815,0.23645375,0.751979902,
,,,,,,,
CG12264,1986,0.151233327,5.887626196,1.707321886,0.23729672,0.754297232,
,,,,,,,
CG2736,2439,0.109576139,6.545226605,1.706050248,0.23745226,0.754428244,
,,,,,,,
ftz-f1,2859,0.15235929,4.116528284,1.702147861,0.237930505,0.755583929,
,,,,,,,
bon_v2,2500,0.147716281,6.770229698,1.699375722,0.238271087,0.756301542,
,,,,,,,
CG15747,1174,0.113851983,6.994722415,1.694543427,0.238866475,0.757364064,
,,,,,,,
Sh3beta,707,-0.107287856,6.757413141,1.694009021,0.238932452,0.757364064,
,,,,,,,
Scgbeta,1278,-0.165993658,2.691198756,1.693865777,0.238950141,0.757364064,
,,,,,,,
Blm,3173,0.119191805,5.33809795,1.692819068,0.239079457,0.757410147,
,,,,,,,
dgt5,2007,0.129067982,5.998593614,1.687773943,0.239704188,0.758197136,
,,,,,,,
CG15073_v7,2028,0.121160818,5.034335205,1.68660638,0.239849104,0.758197136,
,,,,,,,
CG18155,3099,-0.120860779,7.663981929,1.686515127,0.239860436,0.758197136,
,,,,,,,
Bap170_v2,5890,0.234876004,2.611852987,1.686220309,0.239897051,0.758197136,
,,,,,,,
CG2100,1712,0.129821365,6.467647874,1.686177631,0.239902352,0.758197136,
,,,,,,,
LpR2,4382,-0.105463623,7.327827137,1.684917117,0.240058998,0.758329024,
,,,,,,,
l(2)gl,3533,0.108328005,7.496343249,1.682443178,0.240366873,0.758504626,
,,,,,,,
FBgn0037810 eval 9e-05,566,-0.153651038,6.922354339,1.682293432,0.240385527,0.758504626,
,,,,,,,
CG14438,8246,0.238200661,7.434474742,1.680823188,0.240568788,0.758504626,
,,,,,,,
tam,3484,-0.133541946,5.012802016,1.680098423,0.240659202,0.758504626,
,,,,,,,
sofe,1436,-0.124931741,9.24255168,1.679857249,0.240689299,0.758504626,
,,,,,,,
Mink,2248,0.17920129,7.894067699,1.67592391,0.241180936,0.759681975,
,,,,,,,
Csl4,714,0.146163823,5.319599185,1.675027868,0.241293138,0.759681975,
,,,,,,,
MED9,909,0.106728093,7.306777884,1.672615359,0.241595611,0.759846621,
,,,,,,,
CG30377,3004,-0.151980062,7.751282016,1.672283525,0.241637259,0.759846621,
,,,,,,,
CG1640_v2,1499,-0.126053725,6.675921053,1.671696793,0.241710924,0.759846621,
,,,,,,,
CG14257,873,-0.215497435,1.687757527,1.670939771,0.241806017,0.759846621,
,,,,,,,
CG32187,1621,0.11337878,5.652102818,1.66998132,0.24192649,0.759863356,
,,,,,,,
CG1665,1191,0.149221264,3.464916213,1.667730058,0.24220981,0.760128376,
,,,,,,,
FBgn0036580 eval 5e-11,277,0.109101716,5.831615945,1.666645755,0.242346441,0.760128376,
,,,,,,,
Taf6,2138,0.145632298,6.007390905,1.66656649,0.242356433,0.760128376,
,,,,,,,
CG11504_v4,1173,0.126921065,5.891548664,1.663814232,0.242703766,0.760626288,
,,,,,,,
CG3709,2056,0.111095917,5.529418857,1.663153824,0.242787217,0.760626288,
,,,,,,,
FeCH,1362,0.113972781,6.403941117,1.662570378,0.242860977,0.760626288,
,,,,,,,
Ugt86Dd,1444,0.204069933,2.713792145,1.659717254,0.243222147,0.761246488,
,,,,,,,
cry,1580,-0.144029445,3.546545111,1.659184153,0.243289717,0.761246488,
,,,,,,,
cdc14,2912,-0.127539945,4.290687495,1.656269579,0.243659624,0.761481456,
,,,,,,,
Rad23,2217,0.144866869,8.076118885,1.656218467,0.243666118,0.761481456,
,,,,,,,
CG4587,4312,-0.156720353,5.777742423,1.655865352,0.243710992,0.761481456,
,,,,,,,
FBgn0036138 eval 0.009,2874,-0.103239629,9.837246092,1.654024787,0.243945084,0.76153444,
,,,,,,,
alien,1641,0.139386165,6.34741508,1.653210859,0.244048708,0.76153444,
,,,,,,,
cv-2_v2,2890,-0.240899797,6.162089994,1.651649563,0.244247662,0.76153444,
,,,,,,,
Irbp,3736,0.160623514,5.50358166,1.650661598,0.244373679,0.76153444,
,,,,,,,
CG34177,520,0.214921398,4.27687425,1.650623281,0.244378568,0.76153444,
,,,,,,,
FBgn0000308 eval 2e-04,749,0.109292825,7.91851975,1.650295827,0.244420358,0.76153444,
,,,,,,,
stmA,2421,-0.156028371,6.696923226,1.64822629,0.244684714,0.761998314,
,,,,,,,
trk,905,0.142256877,7.323205234,1.643818252,0.245249174,0.763306048,
,,,,,,,
Set,1105,0.105893155,6.813508529,1.642435035,0.245426691,0.763306048,
,,,,,,,
CG7328,897,0.193962694,2.040530833,1.641635097,0.245529437,0.763306048,
,,,,,,,
CG31211,3867,0.120886967,6.815005802,1.641340287,0.245567319,0.763306048,
,,,,,,,
CG6983,627,0.121840982,5.5077157,1.639972545,0.245743181,0.763337235,
,,,,,,,
CG16972,4135,0.122703819,7.509428464,1.638558568,0.245925181,0.763337235,
,,,,,,,
dnt,2920,0.113630673,6.127898006,1.638091102,0.245985394,0.763337235,
,,,,,,,
Cdk1,1070,0.105761694,8.132705225,1.637651932,0.246041982,0.763337235,
,,,,,,,
CG9034,661,0.179768001,5.759233748,1.636769631,0.246155726,0.763337235,
,,,,,,,
egg,4040,0.114806267,7.205933173,1.631960084,0.246777113,0.763997246,
,,,,,,,
Diap1,2493,0.102222548,7.328783142,1.631717661,0.246808494,0.763997246,
,,,,,,,
CG6910,1258,0.132010516,5.182238257,1.631186437,0.246877281,0.763997246,
,,,,,,,
SuUR,2969,-0.167856652,7.855177906,1.628489588,0.247226921,0.763997246,
,,,,,,,
lig_v2,573,0.147042402,7.092521662,1.628037529,0.2472856,0.763997246,
,,,,,,,
CG9121,2519,0.121961402,5.7300248,1.628032732,0.247286223,0.763997246,
,,,,,,,
dl,3003,0.109402463,7.053269469,1.626400139,0.24749831,0.763997246,
,,,,,,,
key,2867,0.121412139,6.062653678,1.625996342,0.247550808,0.763997246,
,,,,,,,
CG32068,1005,0.109081757,6.2194585,1.624980932,0.247682893,0.763997246,
,,,,,,,
CG40439,3681,-0.150297404,8.037211339,1.624670859,0.247723249,0.763997246,
,,,,,,,
CG15073_v4,1951,-0.163546345,5.105289025,1.623861759,0.247828596,0.763997246,
,,,,,,,
CG5002_v3,1866,-0.224034764,2.547964678,1.623119117,0.247925348,0.763997246,
,,,,,,,
Yeti,1101,0.106890991,7.042907622,1.622897124,0.24795428,0.763997246,
,,,,,,,
GalNAc-T1,2739,-0.132662997,6.917011663,1.622627645,0.247989408,0.763997246,
,,,,,,,
CG3781,960,0.124612404,5.375731216,1.619982598,0.248334586,0.764359173,
,,,,,,,
ATP7,4547,-0.104196598,6.968193845,1.61995228,0.248338546,0.764359173,
,,,,,,,
Fis1,917,0.126117575,6.446326589,1.615209476,0.248959258,0.76591242,
,,,,,,,
tws_v2,2355,0.155547175,7.046287214,1.612356843,0.249333688,0.766432868,
,,,,,,,
Hip1,5160,0.120014422,6.005175893,1.610511715,0.249576314,0.766432868,
,,,,,,,
